"ProjectDescriptionID","trapVisitID","visitTime","siteName","subSiteName","visitType","catchRawID","commonName","releaseID","run","fishOrigin","lifeStage","forkLength","totalLength","n","ActualCount"
7,74,2022-12-15 09:55:09,"Hallwood","Hallwood 1 RR","Continue trapping",647,"Bluegill",0,"Not recorded","Natural","Not recorded",99,NA,1,"Yes"
7,74,2022-12-15 09:55:09,"Hallwood","Hallwood 1 RR","Continue trapping",648,"Riffle sculpin",0,"Not recorded","Natural","Not recorded",NA,62,1,"Yes"
7,74,2022-12-15 09:55:09,"Hallwood","Hallwood 1 RR","Continue trapping",649,"Chinook salmon",0,"Fall","Natural","Parr",34,NA,1,"Yes"
7,74,2022-12-15 09:55:09,"Hallwood","Hallwood 1 RR","Continue trapping",650,"Chinook salmon",0,"Fall","Natural","Parr",35,NA,1,"Yes"
7,74,2022-12-15 09:55:09,"Hallwood","Hallwood 1 RR","Continue trapping",652,"Chinook salmon",0,"Fall","Natural","Parr",34,NA,1,"Yes"
7,74,2022-12-15 09:55:09,"Hallwood","Hallwood 1 RR","Continue trapping",682,"Chinook salmon",0,"Spring","Natural","Parr",36,NA,1,"Yes"
7,74,2022-12-15 09:55:09,"Hallwood","Hallwood 1 RR","Continue trapping",676,"Chinook salmon",0,"Spring","Natural","Parr",37,NA,1,"Yes"
7,74,2022-12-15 09:55:09,"Hallwood","Hallwood 1 RR","Continue trapping",655,"Chinook salmon",0,"Fall","Natural","Parr",33,NA,1,"Yes"
7,74,2022-12-15 09:55:09,"Hallwood","Hallwood 1 RR","Continue trapping",669,"Chinook salmon",0,"Fall","Natural","Parr",35,NA,1,"Yes"
7,74,2022-12-15 09:55:09,"Hallwood","Hallwood 1 RR","Continue trapping",657,"Chinook salmon",0,"Fall","Natural","Parr",32,NA,1,"Yes"
7,74,2022-12-15 09:55:09,"Hallwood","Hallwood 1 RR","Continue trapping",658,"Chinook salmon",0,"Fall","Natural","Parr",32,NA,1,"Yes"
7,74,2022-12-15 09:55:09,"Hallwood","Hallwood 1 RR","Continue trapping",666,"Chinook salmon",0,"Fall","Natural","Parr",33,NA,1,"Yes"
7,74,2022-12-15 09:55:09,"Hallwood","Hallwood 1 RR","Continue trapping",654,"Chinook salmon",0,"Fall","Natural","Parr",33,NA,1,"Yes"
7,74,2022-12-15 09:55:09,"Hallwood","Hallwood 1 RR","Continue trapping",667,"Chinook salmon",0,"Fall","Natural","Parr",34,NA,1,"Yes"
7,74,2022-12-15 09:55:09,"Hallwood","Hallwood 1 RR","Continue trapping",659,"Chinook salmon",0,"Fall","Natural","Parr",31,NA,1,"Yes"
7,74,2022-12-15 09:55:09,"Hallwood","Hallwood 1 RR","Continue trapping",665,"Chinook salmon",0,"Fall","Natural","Parr",33,NA,1,"Yes"
7,74,2022-12-15 09:55:09,"Hallwood","Hallwood 1 RR","Continue trapping",663,"Chinook salmon",0,"Fall","Natural","Parr",34,NA,1,"Yes"
7,74,2022-12-15 09:55:09,"Hallwood","Hallwood 1 RR","Continue trapping",662,"Chinook salmon",0,"Fall","Natural","Parr",35,NA,1,"Yes"
7,74,2022-12-15 09:55:09,"Hallwood","Hallwood 1 RR","Continue trapping",661,"Chinook salmon",0,"Fall","Natural","Parr",34,NA,1,"Yes"
7,74,2022-12-15 09:55:09,"Hallwood","Hallwood 1 RR","Continue trapping",660,"Chinook salmon",0,"Fall","Natural","Parr",34,NA,1,"Yes"
7,74,2022-12-15 09:55:09,"Hallwood","Hallwood 1 RR","Continue trapping",664,"Chinook salmon",0,"Fall","Natural","Parr",33,NA,1,"Yes"
7,74,2022-12-15 09:55:09,"Hallwood","Hallwood 1 RR","Continue trapping",668,"Chinook salmon",0,"Fall","Natural","Parr",33,NA,1,"Yes"
7,86,2022-12-16 09:22:58,"Hallwood","Hallwood 3","Continue trapping",1202,"Chinook salmon",0,"Fall","Natural","Fry",32,NA,1,"Yes"
7,86,2022-12-16 09:22:58,"Hallwood","Hallwood 3","Continue trapping",1195,"Chinook salmon",0,"Fall","Natural","Fry",34,NA,1,"Yes"
7,86,2022-12-16 09:22:58,"Hallwood","Hallwood 3","Continue trapping",1196,"Chinook salmon",0,"Fall","Natural","Fry",35,NA,1,"Yes"
7,86,2022-12-16 09:22:58,"Hallwood","Hallwood 3","Continue trapping",1197,"Chinook salmon",0,"Fall","Natural","Fry",34,NA,1,"Yes"
7,86,2022-12-16 09:22:58,"Hallwood","Hallwood 3","Continue trapping",1198,"Chinook salmon",0,"Fall","Natural","Fry",34,NA,1,"Yes"
7,86,2022-12-16 09:22:58,"Hallwood","Hallwood 3","Continue trapping",1199,"Chinook salmon",0,"Fall","Natural","Fry",32,NA,1,"Yes"
7,86,2022-12-16 09:22:58,"Hallwood","Hallwood 3","Continue trapping",1201,"Chinook salmon",0,"Fall","Natural","Fry",34,NA,1,"Yes"
7,86,2022-12-16 09:22:58,"Hallwood","Hallwood 3","Continue trapping",1175,"Chinook salmon",0,"Fall","Natural","Fry",36,NA,1,"Yes"
7,86,2022-12-16 09:22:58,"Hallwood","Hallwood 3","Continue trapping",1194,"Chinook salmon",0,"Fall","Natural","Fry",32,NA,1,"Yes"
7,86,2022-12-16 09:22:58,"Hallwood","Hallwood 3","Continue trapping",1200,"Chinook salmon",0,"Fall","Natural","Fry",34,NA,1,"Yes"
7,86,2022-12-16 09:22:58,"Hallwood","Hallwood 3","Continue trapping",1184,"Chinook salmon",0,"Fall","Natural","Fry",33,NA,1,"Yes"
7,86,2022-12-16 09:22:58,"Hallwood","Hallwood 3","Continue trapping",1173,"Mosquitofish",0,"Not recorded","Natural","Not recorded",NA,38,1,"Yes"
7,86,2022-12-16 09:22:58,"Hallwood","Hallwood 3","Continue trapping",1174,"Pacific lamprey",0,"Not recorded","Natural","Not recorded",NA,109,1,"Yes"
7,86,2022-12-16 09:22:58,"Hallwood","Hallwood 3","Continue trapping",1176,"Chinook salmon",0,"Fall","Natural","Fry",33,NA,1,"Yes"
7,86,2022-12-16 09:22:58,"Hallwood","Hallwood 3","Continue trapping",1178,"Chinook salmon",0,"Fall","Natural","Fry",33,NA,1,"Yes"
7,86,2022-12-16 09:22:58,"Hallwood","Hallwood 3","Continue trapping",1179,"Chinook salmon",0,"Fall","Natural","Fry",33,NA,1,"Yes"
7,86,2022-12-16 09:22:58,"Hallwood","Hallwood 3","Continue trapping",1180,"Chinook salmon",0,"Fall","Natural","Fry",34,NA,1,"Yes"
7,86,2022-12-16 09:22:58,"Hallwood","Hallwood 3","Continue trapping",1181,"Chinook salmon",0,"Fall","Natural","Fry",32,NA,1,"Yes"
7,86,2022-12-16 09:22:58,"Hallwood","Hallwood 3","Continue trapping",1177,"Chinook salmon",0,"Fall","Natural","Fry",33,NA,1,"Yes"
7,86,2022-12-16 09:22:58,"Hallwood","Hallwood 3","Continue trapping",1183,"Chinook salmon",0,"Fall","Natural","Fry",36,NA,1,"Yes"
7,86,2022-12-16 09:22:58,"Hallwood","Hallwood 3","Continue trapping",1193,"Chinook salmon",0,"Fall","Natural","Fry",34,NA,1,"Yes"
7,86,2022-12-16 09:22:58,"Hallwood","Hallwood 3","Continue trapping",1185,"Chinook salmon",0,"Fall","Natural","Fry",34,NA,1,"Yes"
7,86,2022-12-16 09:22:58,"Hallwood","Hallwood 3","Continue trapping",1186,"Chinook salmon",0,"Fall","Natural","Fry",33,NA,1,"Yes"
7,86,2022-12-16 09:22:58,"Hallwood","Hallwood 3","Continue trapping",1187,"Chinook salmon",0,"Fall","Natural","Fry",34,NA,1,"Yes"
7,86,2022-12-16 09:22:58,"Hallwood","Hallwood 3","Continue trapping",1188,"Chinook salmon",0,"Fall","Natural","Fry",33,NA,1,"Yes"
7,86,2022-12-16 09:22:58,"Hallwood","Hallwood 3","Continue trapping",1189,"Chinook salmon",0,"Fall","Natural","Fry",32,NA,1,"Yes"
7,86,2022-12-16 09:22:58,"Hallwood","Hallwood 3","Continue trapping",1190,"Chinook salmon",0,"Fall","Natural","Fry",33,NA,1,"Yes"
7,86,2022-12-16 09:22:58,"Hallwood","Hallwood 3","Continue trapping",1191,"Chinook salmon",0,"Fall","Natural","Fry",34,NA,1,"Yes"
7,86,2022-12-16 09:22:58,"Hallwood","Hallwood 3","Continue trapping",1192,"Chinook salmon",0,"Fall","Natural","Fry",33,NA,1,"Yes"
7,86,2022-12-16 09:22:58,"Hallwood","Hallwood 3","Continue trapping",1182,"Chinook salmon",0,"Fall","Natural","Fry",35,NA,1,"Yes"
7,75,2022-12-16 10:05:10,"Hallwood","Hallwood 1 RR","Continue trapping",719,"Chinook salmon",0,"Fall","Natural","Parr",35,NA,1,"Yes"
7,75,2022-12-16 10:05:10,"Hallwood","Hallwood 1 RR","Continue trapping",734,"Chinook salmon",0,"Fall","Natural","Parr",34,NA,1,"Yes"
7,75,2022-12-16 10:05:10,"Hallwood","Hallwood 1 RR","Continue trapping",741,"Chinook salmon",0,"Fall","Natural","Parr",34,NA,1,"Yes"
7,75,2022-12-16 10:05:10,"Hallwood","Hallwood 1 RR","Continue trapping",740,"Chinook salmon",0,"Fall","Natural","Parr",35,NA,1,"Yes"
7,75,2022-12-16 10:05:10,"Hallwood","Hallwood 1 RR","Continue trapping",739,"Chinook salmon",0,"Fall","Natural","Parr",34,NA,1,"Yes"
7,75,2022-12-16 10:05:10,"Hallwood","Hallwood 1 RR","Continue trapping",738,"Chinook salmon",0,"Fall","Natural","Parr",34,NA,1,"Yes"
7,75,2022-12-16 10:05:10,"Hallwood","Hallwood 1 RR","Continue trapping",737,"Chinook salmon",0,"Fall","Natural","Parr",32,NA,1,"Yes"
7,75,2022-12-16 10:05:10,"Hallwood","Hallwood 1 RR","Continue trapping",727,"Chinook salmon",0,"Fall","Natural","Parr",34,NA,1,"Yes"
7,75,2022-12-16 10:05:10,"Hallwood","Hallwood 1 RR","Continue trapping",735,"Chinook salmon",0,"Fall","Natural","Parr",35,NA,1,"Yes"
7,75,2022-12-16 10:05:10,"Hallwood","Hallwood 1 RR","Continue trapping",744,"Chinook salmon",0,"Fall","Natural","Parr",32,NA,1,"Yes"
7,75,2022-12-16 10:05:10,"Hallwood","Hallwood 1 RR","Continue trapping",733,"Chinook salmon",0,"Fall","Natural","Parr",34,NA,1,"Yes"
7,75,2022-12-16 10:05:10,"Hallwood","Hallwood 1 RR","Continue trapping",732,"Chinook salmon",0,"Fall","Natural","Parr",33,NA,1,"Yes"
7,75,2022-12-16 10:05:10,"Hallwood","Hallwood 1 RR","Continue trapping",731,"Chinook salmon",0,"Fall","Natural","Parr",36,NA,1,"Yes"
7,75,2022-12-16 10:05:10,"Hallwood","Hallwood 1 RR","Continue trapping",730,"Chinook salmon",0,"Fall","Natural","Parr",34,NA,1,"Yes"
7,75,2022-12-16 10:05:10,"Hallwood","Hallwood 1 RR","Continue trapping",729,"Chinook salmon",0,"Fall","Natural","Parr",34,NA,1,"Yes"
7,75,2022-12-16 10:05:10,"Hallwood","Hallwood 1 RR","Continue trapping",760,"Chinook salmon",0,"Spring","Natural","Parr",36,NA,1,"Yes"
7,75,2022-12-16 10:05:10,"Hallwood","Hallwood 1 RR","Continue trapping",736,"Chinook salmon",0,"Fall","Natural","Parr",34,NA,1,"Yes"
7,75,2022-12-16 10:05:10,"Hallwood","Hallwood 1 RR","Continue trapping",750,"Chinook salmon",0,"Spring","Natural","Parr",39,NA,1,"Yes"
7,75,2022-12-16 10:05:10,"Hallwood","Hallwood 1 RR","Continue trapping",759,"Chinook salmon",0,"Spring","Natural","Parr",36,NA,1,"Yes"
7,75,2022-12-16 10:05:10,"Hallwood","Hallwood 1 RR","Continue trapping",758,"Chinook salmon",0,"Spring","Natural","Parr",37,NA,1,"Yes"
7,75,2022-12-16 10:05:10,"Hallwood","Hallwood 1 RR","Continue trapping",757,"Chinook salmon",0,"Spring","Natural","Parr",36,NA,1,"Yes"
7,75,2022-12-16 10:05:10,"Hallwood","Hallwood 1 RR","Continue trapping",755,"Chinook salmon",0,"Spring","Natural","Parr",38,NA,1,"Yes"
7,75,2022-12-16 10:05:10,"Hallwood","Hallwood 1 RR","Continue trapping",721,"Chinook salmon",0,"Fall","Natural","Parr",33,NA,1,"Yes"
7,75,2022-12-16 10:05:10,"Hallwood","Hallwood 1 RR","Continue trapping",753,"Chinook salmon",0,"Spring","Natural","Parr",38,NA,1,"Yes"
7,75,2022-12-16 10:05:10,"Hallwood","Hallwood 1 RR","Continue trapping",742,"Chinook salmon",0,"Fall","Natural","Parr",35,NA,1,"Yes"
7,75,2022-12-16 10:05:10,"Hallwood","Hallwood 1 RR","Continue trapping",751,"Chinook salmon",0,"Spring","Natural","Parr",37,NA,1,"Yes"
7,75,2022-12-16 10:05:10,"Hallwood","Hallwood 1 RR","Continue trapping",743,"Chinook salmon",0,"Fall","Natural","Parr",33,NA,1,"Yes"
7,75,2022-12-16 10:05:10,"Hallwood","Hallwood 1 RR","Continue trapping",749,"Chinook salmon",0,"Spring","Natural","Parr",37,NA,1,"Yes"
7,75,2022-12-16 10:05:10,"Hallwood","Hallwood 1 RR","Continue trapping",748,"Chinook salmon",0,"Spring","Natural","Parr",37,NA,1,"Yes"
7,75,2022-12-16 10:05:10,"Hallwood","Hallwood 1 RR","Continue trapping",747,"Chinook salmon",0,"Fall","Natural","Not recorded",NA,NA,1,"Yes"
7,75,2022-12-16 10:05:10,"Hallwood","Hallwood 1 RR","Continue trapping",746,"Chinook salmon",0,"Fall","Natural","Parr",34,NA,1,"Yes"
7,75,2022-12-16 10:05:10,"Hallwood","Hallwood 1 RR","Continue trapping",745,"Chinook salmon",0,"Fall","Natural","Parr",35,NA,1,"Yes"
7,75,2022-12-16 10:05:10,"Hallwood","Hallwood 1 RR","Continue trapping",726,"Chinook salmon",0,"Fall","Natural","Parr",36,NA,1,"Yes"
7,75,2022-12-16 10:05:10,"Hallwood","Hallwood 1 RR","Continue trapping",752,"Chinook salmon",0,"Spring","Natural","Parr",37,NA,1,"Yes"
7,75,2022-12-16 10:05:10,"Hallwood","Hallwood 1 RR","Continue trapping",699,"Chinook salmon",0,"Fall","Natural","Parr",33,NA,1,"Yes"
7,75,2022-12-16 10:05:10,"Hallwood","Hallwood 1 RR","Continue trapping",706,"Chinook salmon",0,"Fall","Natural","Parr",34,NA,1,"Yes"
7,75,2022-12-16 10:05:10,"Hallwood","Hallwood 1 RR","Continue trapping",705,"Chinook salmon",0,"Fall","Natural","Parr",35,NA,1,"Yes"
7,75,2022-12-16 10:05:10,"Hallwood","Hallwood 1 RR","Continue trapping",704,"Chinook salmon",0,"Fall","Natural","Parr",36,NA,1,"Yes"
7,75,2022-12-16 10:05:10,"Hallwood","Hallwood 1 RR","Continue trapping",703,"Chinook salmon",0,"Fall","Natural","Parr",36,NA,1,"Yes"
7,75,2022-12-16 10:05:10,"Hallwood","Hallwood 1 RR","Continue trapping",702,"Chinook salmon",0,"Fall","Natural","Parr",36,NA,1,"Yes"
7,75,2022-12-16 10:05:10,"Hallwood","Hallwood 1 RR","Continue trapping",728,"Chinook salmon",0,"Fall","Natural","Parr",33,NA,1,"Yes"
7,75,2022-12-16 10:05:10,"Hallwood","Hallwood 1 RR","Continue trapping",700,"Chinook salmon",0,"Fall","Natural","Parr",34,NA,1,"Yes"
7,75,2022-12-16 10:05:10,"Hallwood","Hallwood 1 RR","Continue trapping",709,"Chinook salmon",0,"Fall","Natural","Parr",34,NA,1,"Yes"
7,75,2022-12-16 10:05:10,"Hallwood","Hallwood 1 RR","Continue trapping",698,"Chinook salmon",0,"Fall","Natural","Parr",36,NA,1,"Yes"
7,75,2022-12-16 10:05:10,"Hallwood","Hallwood 1 RR","Continue trapping",697,"Chinook salmon",0,"Fall","Natural","Parr",36,NA,1,"Yes"
7,75,2022-12-16 10:05:10,"Hallwood","Hallwood 1 RR","Continue trapping",696,"Sacramento pikeminnow",0,"Not recorded","Natural","Not recorded",36,NA,1,"Yes"
7,75,2022-12-16 10:05:10,"Hallwood","Hallwood 1 RR","Continue trapping",695,"Unknown lamprey (Entosphenus or Lampetra)",0,"Not recorded","Natural","Ammocoete",NA,85,1,"Yes"
7,75,2022-12-16 10:05:10,"Hallwood","Hallwood 1 RR","Continue trapping",694,"Pacific lamprey",0,"Not recorded","Natural","Not recorded",NA,144,1,"Yes"
7,75,2022-12-16 10:05:10,"Hallwood","Hallwood 1 RR","Continue trapping",693,"Prickly sculpin",0,"Not recorded","Natural","Not recorded",NA,68,1,"Yes"
7,75,2022-12-16 10:05:10,"Hallwood","Hallwood 1 RR","Continue trapping",701,"Chinook salmon",0,"Fall","Natural","Parr",36,NA,1,"Yes"
7,75,2022-12-16 10:05:10,"Hallwood","Hallwood 1 RR","Continue trapping",715,"Chinook salmon",0,"Fall","Natural","Parr",34,NA,1,"Yes"
7,75,2022-12-16 10:05:10,"Hallwood","Hallwood 1 RR","Continue trapping",725,"Chinook salmon",0,"Fall","Natural","Parr",36,NA,1,"Yes"
7,75,2022-12-16 10:05:10,"Hallwood","Hallwood 1 RR","Continue trapping",724,"Chinook salmon",0,"Fall","Natural","Parr",34,NA,1,"Yes"
7,75,2022-12-16 10:05:10,"Hallwood","Hallwood 1 RR","Continue trapping",723,"Chinook salmon",0,"Fall","Natural","Parr",36,NA,1,"Yes"
7,75,2022-12-16 10:05:10,"Hallwood","Hallwood 1 RR","Continue trapping",722,"Chinook salmon",0,"Fall","Natural","Parr",35,NA,1,"Yes"
7,75,2022-12-16 10:05:10,"Hallwood","Hallwood 1 RR","Continue trapping",720,"Chinook salmon",0,"Fall","Natural","Parr",32,NA,1,"Yes"
7,75,2022-12-16 10:05:10,"Hallwood","Hallwood 1 RR","Continue trapping",718,"Chinook salmon",0,"Fall","Natural","Parr",35,NA,1,"Yes"
7,75,2022-12-16 10:05:10,"Hallwood","Hallwood 1 RR","Continue trapping",707,"Chinook salmon",0,"Fall","Natural","Parr",35,NA,1,"Yes"
7,75,2022-12-16 10:05:10,"Hallwood","Hallwood 1 RR","Continue trapping",716,"Chinook salmon",0,"Fall","Natural","Parr",34,NA,1,"Yes"
7,75,2022-12-16 10:05:10,"Hallwood","Hallwood 1 RR","Continue trapping",708,"Chinook salmon",0,"Fall","Natural","Parr",33,NA,1,"Yes"
7,75,2022-12-16 10:05:10,"Hallwood","Hallwood 1 RR","Continue trapping",714,"Chinook salmon",0,"Fall","Natural","Parr",34,NA,1,"Yes"
7,75,2022-12-16 10:05:10,"Hallwood","Hallwood 1 RR","Continue trapping",713,"Chinook salmon",0,"Fall","Natural","Parr",36,NA,1,"Yes"
7,75,2022-12-16 10:05:10,"Hallwood","Hallwood 1 RR","Continue trapping",712,"Chinook salmon",0,"Fall","Natural","Parr",34,NA,1,"Yes"
7,75,2022-12-16 10:05:10,"Hallwood","Hallwood 1 RR","Continue trapping",711,"Chinook salmon",0,"Fall","Natural","Parr",36,NA,1,"Yes"
7,75,2022-12-16 10:05:10,"Hallwood","Hallwood 1 RR","Continue trapping",710,"Chinook salmon",0,"Fall","Natural","Parr",36,NA,1,"Yes"
7,75,2022-12-16 10:05:10,"Hallwood","Hallwood 1 RR","Continue trapping",756,"Chinook salmon",0,"Spring","Natural","Parr",37,NA,1,"Yes"
7,75,2022-12-16 10:05:10,"Hallwood","Hallwood 1 RR","Continue trapping",717,"Chinook salmon",0,"Fall","Natural","Parr",36,NA,1,"Yes"
7,75,2022-12-16 10:05:10,"Hallwood","Hallwood 1 RR","Continue trapping",754,"Chinook salmon",0,"Spring","Natural","Parr",38,NA,1,"Yes"
7,87,2022-12-17 09:21:44,"Hallwood","Hallwood 3","Continue trapping",1213,"Chinook salmon",0,"Fall","Natural","Fry",33,NA,1,"Yes"
7,87,2022-12-17 09:21:44,"Hallwood","Hallwood 3","Continue trapping",1225,"Chinook salmon",0,"Fall","Natural","Fry",35,NA,1,"Yes"
7,87,2022-12-17 09:21:44,"Hallwood","Hallwood 3","Continue trapping",1224,"Chinook salmon",0,"Fall","Natural","Fry",33,NA,1,"Yes"
7,87,2022-12-17 09:21:44,"Hallwood","Hallwood 3","Continue trapping",1223,"Chinook salmon",0,"Fall","Natural","Fry",35,NA,1,"Yes"
7,87,2022-12-17 09:21:44,"Hallwood","Hallwood 3","Continue trapping",1222,"Chinook salmon",0,"Fall","Natural","Fry",34,NA,1,"Yes"
7,87,2022-12-17 09:21:44,"Hallwood","Hallwood 3","Continue trapping",1221,"Chinook salmon",0,"Fall","Natural","Fry",35,NA,1,"Yes"
7,87,2022-12-17 09:21:44,"Hallwood","Hallwood 3","Continue trapping",1219,"Chinook salmon",0,"Fall","Natural","Fry",33,NA,1,"Yes"
7,87,2022-12-17 09:21:44,"Hallwood","Hallwood 3","Continue trapping",1217,"Chinook salmon",0,"Fall","Natural","Fry",34,NA,1,"Yes"
7,87,2022-12-17 09:21:44,"Hallwood","Hallwood 3","Continue trapping",1216,"Chinook salmon",0,"Fall","Natural","Fry",32,NA,1,"Yes"
7,87,2022-12-17 09:21:44,"Hallwood","Hallwood 3","Continue trapping",1226,"Chinook salmon",0,"Fall","Natural","Fry",33,NA,1,"Yes"
7,87,2022-12-17 09:21:44,"Hallwood","Hallwood 3","Continue trapping",1214,"Chinook salmon",0,"Fall","Natural","Fry",35,NA,1,"Yes"
7,87,2022-12-17 09:21:44,"Hallwood","Hallwood 3","Continue trapping",1220,"Chinook salmon",0,"Fall","Natural","Fry",34,NA,1,"Yes"
7,87,2022-12-17 09:21:44,"Hallwood","Hallwood 3","Continue trapping",1212,"Chinook salmon",0,"Fall","Natural","Fry",36,NA,1,"Yes"
7,87,2022-12-17 09:21:44,"Hallwood","Hallwood 3","Continue trapping",1211,"Chinook salmon",0,"Fall","Natural","Fry",32,NA,1,"Yes"
7,87,2022-12-17 09:21:44,"Hallwood","Hallwood 3","Continue trapping",1210,"Chinook salmon",0,"Fall","Natural","Fry",34,NA,1,"Yes"
7,87,2022-12-17 09:21:44,"Hallwood","Hallwood 3","Continue trapping",1209,"Chinook salmon",0,"Fall","Natural","Fry",32,NA,1,"Yes"
7,87,2022-12-17 09:21:44,"Hallwood","Hallwood 3","Continue trapping",1208,"Chinook salmon",0,"Fall","Natural","Fry",34,NA,1,"Yes"
7,87,2022-12-17 09:21:44,"Hallwood","Hallwood 3","Continue trapping",1207,"Chinook salmon",0,"Fall","Natural","Fry",35,NA,1,"Yes"
7,87,2022-12-17 09:21:44,"Hallwood","Hallwood 3","Continue trapping",1206,"Chinook salmon",0,"Fall","Natural","Fry",32,NA,1,"Yes"
7,87,2022-12-17 09:21:44,"Hallwood","Hallwood 3","Continue trapping",1205,"Chinook salmon",0,"Fall","Natural","Fry",32,NA,1,"Yes"
7,87,2022-12-17 09:21:44,"Hallwood","Hallwood 3","Continue trapping",1204,"Chinook salmon",0,"Fall","Natural","Fry",33,NA,1,"Yes"
7,87,2022-12-17 09:21:44,"Hallwood","Hallwood 3","Continue trapping",1203,"Chinook salmon",0,"Fall","Natural","Fry",34,NA,1,"Yes"
7,87,2022-12-17 09:21:44,"Hallwood","Hallwood 3","Continue trapping",1215,"Chinook salmon",0,"Fall","Natural","Fry",33,NA,1,"Yes"
7,87,2022-12-17 09:21:44,"Hallwood","Hallwood 3","Continue trapping",1218,"Chinook salmon",0,"Fall","Natural","Fry",32,NA,1,"Yes"
7,76,2022-12-17 10:19:57,"Hallwood","Hallwood 1 RR","Continue trapping",811,"Chinook salmon",0,"Fall","Natural","Parr",34,NA,1,"Yes"
7,76,2022-12-17 10:19:57,"Hallwood","Hallwood 1 RR","Continue trapping",787,"Chinook salmon",0,"Fall","Natural","Fry",32,NA,1,"Yes"
7,76,2022-12-17 10:19:57,"Hallwood","Hallwood 1 RR","Continue trapping",788,"Chinook salmon",0,"Fall","Natural","Fry",33,NA,1,"Yes"
7,76,2022-12-17 10:19:57,"Hallwood","Hallwood 1 RR","Continue trapping",789,"Chinook salmon",0,"Fall","Natural","Fry",34,NA,1,"Yes"
7,76,2022-12-17 10:19:57,"Hallwood","Hallwood 1 RR","Continue trapping",761,"Pacific lamprey",0,"Not recorded","Natural","Not recorded",NA,115,1,"Yes"
7,76,2022-12-17 10:19:57,"Hallwood","Hallwood 1 RR","Continue trapping",790,"Chinook salmon",0,"Fall","Natural","Fry",33,NA,1,"Yes"
7,76,2022-12-17 10:19:57,"Hallwood","Hallwood 1 RR","Continue trapping",817,"Chinook salmon",0,"Fall","Natural","Not recorded",NA,NA,21,"Yes"
7,76,2022-12-17 10:19:57,"Hallwood","Hallwood 1 RR","Continue trapping",816,"Chinook salmon",0,"Fall","Natural","Fry",34,NA,1,"Yes"
7,76,2022-12-17 10:19:57,"Hallwood","Hallwood 1 RR","Continue trapping",815,"Chinook salmon",0,"Fall","Natural","Fry",32,NA,1,"Yes"
7,76,2022-12-17 10:19:57,"Hallwood","Hallwood 1 RR","Continue trapping",814,"Chinook salmon",0,"Fall","Natural","Fry",34,NA,1,"Yes"
7,76,2022-12-17 10:19:57,"Hallwood","Hallwood 1 RR","Continue trapping",812,"Chinook salmon",0,"Fall","Natural","Fry",34,NA,1,"Yes"
7,76,2022-12-17 10:19:57,"Hallwood","Hallwood 1 RR","Continue trapping",784,"Chinook salmon",0,"Fall","Natural","Fry",34,NA,1,"Yes"
7,76,2022-12-17 10:19:57,"Hallwood","Hallwood 1 RR","Continue trapping",810,"Chinook salmon",0,"Fall","Natural","Parr",35,NA,1,"Yes"
7,76,2022-12-17 10:19:57,"Hallwood","Hallwood 1 RR","Continue trapping",809,"Chinook salmon",0,"Fall","Natural","Fry",35,NA,1,"Yes"
7,76,2022-12-17 10:19:57,"Hallwood","Hallwood 1 RR","Continue trapping",808,"Chinook salmon",0,"Fall","Natural","Fry",35,NA,1,"Yes"
7,76,2022-12-17 10:19:57,"Hallwood","Hallwood 1 RR","Continue trapping",807,"Chinook salmon",0,"Fall","Natural","Fry",35,NA,1,"Yes"
7,76,2022-12-17 10:19:57,"Hallwood","Hallwood 1 RR","Continue trapping",806,"Chinook salmon",0,"Fall","Natural","Fry",36,NA,1,"Yes"
7,76,2022-12-17 10:19:57,"Hallwood","Hallwood 1 RR","Continue trapping",805,"Chinook salmon",0,"Fall","Natural","Fry",33,NA,1,"Yes"
7,76,2022-12-17 10:19:57,"Hallwood","Hallwood 1 RR","Continue trapping",804,"Chinook salmon",0,"Fall","Natural","Fry",32,NA,1,"Yes"
7,76,2022-12-17 10:19:57,"Hallwood","Hallwood 1 RR","Continue trapping",802,"Chinook salmon",0,"Fall","Natural","Fry",32,NA,1,"Yes"
7,76,2022-12-17 10:19:57,"Hallwood","Hallwood 1 RR","Continue trapping",801,"Chinook salmon",0,"Fall","Natural","Fry",32,NA,1,"Yes"
7,76,2022-12-17 10:19:57,"Hallwood","Hallwood 1 RR","Continue trapping",800,"Chinook salmon",0,"Fall","Natural","Fry",34,NA,1,"Yes"
7,76,2022-12-17 10:19:57,"Hallwood","Hallwood 1 RR","Continue trapping",813,"Chinook salmon",0,"Fall","Natural","Fry",32,NA,1,"Yes"
7,76,2022-12-17 10:19:57,"Hallwood","Hallwood 1 RR","Continue trapping",799,"Chinook salmon",0,"Fall","Natural","Fry",34,NA,1,"Yes"
7,76,2022-12-17 10:19:57,"Hallwood","Hallwood 1 RR","Continue trapping",765,"Chinook salmon",0,"Spring","Natural","Fry",37,NA,1,"Yes"
7,76,2022-12-17 10:19:57,"Hallwood","Hallwood 1 RR","Continue trapping",764,"Chinook salmon",0,"Spring","Natural","Fry",37,NA,1,"Yes"
7,76,2022-12-17 10:19:57,"Hallwood","Hallwood 1 RR","Continue trapping",763,"Chinook salmon",0,"Spring","Natural","Fry",37,NA,1,"Yes"
7,76,2022-12-17 10:19:57,"Hallwood","Hallwood 1 RR","Continue trapping",762,"Mosquitofish",0,"Not recorded","Natural","Not recorded",NA,22,1,"Yes"
